order_item_id,order_item_order_id,order_item_product_id,order_item_quantity,order_item_subtotal,order_item_product_price
66,21,37,2,69.98000336,34.99000168
67,21,502,2,100,50
68,23,957,1,299.980011,299.980011
69,24,403,1,129.9900055,129.9900055
70,24,502,1,50,50
71,24,502,5,250,50
72,24,1073,1,199.9900055,199.9900055
73,24,1073,1,199.9900055,199.9900055
74,25,1004,1,399.980011,399.980011
75,27,502,3,150,50
76,27,1073,1,199.9900055,199.9900055
77,27,1004,1,399.980011,399.980011
78,28,191,4,399.9599915,99.98999786
79,28,957,1,299.980011,299.980011
80,28,957,1,299.980011,299.980011
81,28,191,1,99.98999786,99.98999786
82,28,365,1,59.99000168,59.99000168
83,29,1073,1,199.9900055,199.9900055
84,29,1014,5,249.8999939,49.97999954
85,29,403,1,129.9900055,129.9900055
86,29,403,1,129.9900055,129.9900055
87,29,1004,1,399.980011,399.980011
88,30,502,2,100,50
89,31,191,5,499.9500122,99.98999786
90,33,403,1,129.9900055,129.9900055
91,33,1073,1,199.9900055,199.9900055
92,33,403,1,129.9900055,129.9900055
93,33,1014,4,199.9199982,49.97999954
94,34,957,1,299.980011,299.980011
95,35,403,1,129.9900055,129.9900055
96,36,502,2,100,50
97,36,957,1,299.980011,299.980011
98,36,1004,1,399.980011,399.980011
99,37,365,1,59.99000168,59.99000168
100,37,906,4,99.95999908,24.98999977
101,38,627,4,159.9600067,39.99000168
102,38,502,4,200,50
103,39,1073,1,199.9900055,199.9900055
104,41,1014,4,199.9199982,49.97999954
105,41,825,4,127.9599991,31.98999977
106,42,627,1,39.99000168,39.99000168
107,42,365,5,299.9500122,59.99000168
108,42,1004,1,399.980011,399.980011
109,43,957,1,299.980011,299.980011
110,43,191,1,99.98999786,99.98999786
111,43,403,1,129.9900055,129.9900055
112,44,1004,1,399.980011,399.980011
113,45,627,5,199.9499969,39.99000168
114,45,627,4,159.9600067,39.99000168
115,45,924,5,79.94999695,15.98999977
116,45,365,1,59.99000168,59.99000168
117,46,403,1,129.9900055,129.9900055
118,46,1014,2,99.95999908,49.97999954
119,48,1014,1,49.97999954,49.97999954
120,48,886,2,49.97999954,24.98999977
121,49,957,1,299.980011,299.980011
122,49,365,2,119.9800034,59.99000168
123,49,403,1,129.9900055,129.9900055
124,50,403,1,129.9900055,129.9900055
125,50,957,1,299.980011,299.980011
126,51,502,1,50,50
127,51,1004,1,399.980011,399.980011
128,52,1014,5,249.8999939,49.97999954
129,52,1014,3,149.9400024,49.97999954
130,56,1073,1,199.9900055,199.9900055
131,56,1014,4,199.9199982,49.97999954
132,56,957,1,299.980011,299.980011
133,57,365,3,179.9700012,59.99000168
134,57,365,2,119.9800034,59.99000168
135,57,403,1,129.9900055,129.9900055
136,57,821,4,207.9600067,51.99000168
137,58,775,2,19.97999954,9.989999771
138,58,502,1,50,50
139,58,1004,1,399.980011,399.980011
140,58,1073,1,199.9900055,199.9900055
141,58,403,1,129.9900055,129.9900055
142,59,957,1,299.980011,299.980011
143,59,365,1,59.99000168,59.99000168
144,59,365,1,59.99000168,59.99000168
145,59,1073,1,199.9900055,199.9900055
146,61,365,2,119.9800034,59.99000168
147,61,365,2,119.9800034,59.99000168
148,61,191,4,399.9599915,99.98999786
149,62,1004,1,399.980011,399.980011
150,62,1004,1,399.980011,399.980011
151,62,957,1,299.980011,299.980011
152,62,502,1,50,50
153,63,1004,1,399.980011,399.980011
154,63,1014,2,99.95999908,49.97999954
155,63,1004,1,399.980011,399.980011
156,64,502,3,150,50
157,64,502,1,50,50
158,64,365,1,59.99000168,59.99000168
159,64,191,2,199.9799957,99.98999786
160,64,502,4,200,50
161,65,957,1,299.980011,299.980011
162,66,403,1,129.9900055,129.9900055
163,66,365,2,119.9800034,59.99000168
164,66,957,1,299.980011,299.980011
165,66,403,1,129.9900055,129.9900055
166,67,502,3,150,50
167,68,957,1,299.980011,299.980011
168,69,365,4,239.9600067,59.99000168
169,70,1073,1,199.9900055,199.9900055
170,70,403,1,129.9900055,129.9900055
171,70,957,1,299.980011,299.980011
172,71,191,5,499.9500122,99.98999786
173,71,365,2,119.9800034,59.99000168
174,71,627,1,39.99000168,39.99000168
175,72,627,2,79.98000336,39.99000168
176,72,1073,1,199.9900055,199.9900055
177,72,572,3,119.9700012,39.99000168
178,72,835,2,63.97999954,31.98999977
179,73,1014,5,249.8999939,49.97999954
180,73,1014,5,249.8999939,49.97999954
181,73,1014,5,249.8999939,49.97999954
182,73,403,1,129.9900055,129.9900055
183,73,191,4,399.9599915,99.98999786
184,74,365,2,119.9800034,59.99000168
185,75,403,1,129.9900055,129.9900055
186,75,502,1,50,50
187,75,502,4,200,50
188,75,1004,1,399.980011,399.980011
189,77,1014,2,99.95999908,49.97999954
190,77,365,5,299.9500122,59.99000168
191,77,191,1,99.98999786,99.98999786
192,77,403,1,129.9900055,129.9900055
193,77,502,2,100,50
194,81,627,5,199.9499969,39.99000168
195,81,627,3,119.9700012,39.99000168
196,81,1014,4,199.9199982,49.97999954
197,81,403,1,129.9900055,129.9900055
198,83,1073,1,199.9900055,199.9900055
199,84,1004,1,399.980011,399.980011
200,84,191,5,499.9500122,99.98999786
201,84,627,5,199.9499969,39.99000168
202,84,502,4,200,50
203,84,1073,1,199.9900055,199.9900055
204,87,627,3,119.9700012,39.99000168
205,88,403,1,129.9900055,129.9900055
206,88,1014,3,149.9400024,49.97999954
207,91,1004,1,399.980011,399.980011
208,91,365,5,299.9500122,59.99000168
209,92,1014,4,199.9199982,49.97999954
210,93,778,4,99.95999908,24.98999977
211,94,1004,1,399.980011,399.980011
212,94,627,4,159.9600067,39.99000168
213,94,403,1,129.9900055,129.9900055
214,94,1014,1,49.97999954,49.97999954
215,95,627,5,199.9499969,39.99000168
216,96,1014,2,99.95999908,49.97999954
217,96,957,1,299.980011,299.980011
218,96,403,1,129.9900055,129.9900055
219,97,886,5,124.9499969,24.98999977
220,98,403,1,129.9900055,129.9900055
221,98,502,2,100,50
222,99,191,5,499.9500122,99.98999786
223,99,502,4,200,50
224,99,1073,1,199.9900055,199.9900055
225,99,1073,1,199.9900055,199.9900055
226,100,403,1,129.9900055,129.9900055
227,100,365,2,119.9800034,59.99000168
228,100,191,3,299.9700012,99.98999786
229,101,191,1,99.98999786,99.98999786
230,101,957,1,299.980011,299.980011
231,101,1073,1,199.9900055,199.9900055
232,101,957,1,299.980011,299.980011
233,103,365,5,299.9500122,59.99000168
234,103,403,1,129.9900055,129.9900055
235,103,1004,1,399.980011,399.980011
236,104,403,1,129.9900055,129.9900055
237,104,957,1,299.980011,299.980011
238,104,365,2,119.9800034,59.99000168
239,105,403,1,129.9900055,129.9900055
240,105,365,3,179.9700012,59.99000168
241,105,365,2,119.9800034,59.99000168
242,106,191,1,99.98999786,99.98999786
243,107,565,4,280,70
244,107,502,5,250,50
245,107,403,1,129.9900055,129.9900055
246,107,627,2,79.98000336,39.99000168
247,107,957,1,299.980011,299.980011
248,110,278,1,44.99000168,44.99000168
249,110,365,4,239.9600067,59.99000168
250,110,1073,1,199.9900055,199.9900055
251,110,365,1,59.99000168,59.99000168
252,110,502,1,50,50
253,111,1014,5,249.8999939,49.97999954
254,112,1014,2,99.95999908,49.97999954
255,112,642,4,120,30
256,112,365,2,119.9800034,59.99000168
257,112,1004,1,399.980011,399.980011
258,112,365,4,239.9600067,59.99000168
259,113,627,3,119.9700012,39.99000168
260,113,1014,1,49.97999954,49.97999954
261,113,957,1,299.980011,299.980011
262,113,1014,3,149.9400024,49.97999954
263,114,365,4,239.9600067,59.99000168
264,115,957,1,299.980011,299.980011
265,115,957,1,299.980011,299.980011
266,116,957,1,299.980011,299.980011
267,116,135,3,66,22
268,116,1014,2,99.95999908,49.97999954
269,116,191,2,199.9799957,99.98999786
270,116,403,1,129.9900055,129.9900055
271,117,1004,1,399.980011,399.980011
272,117,135,3,66,22
273,117,365,2,119.9800034,59.99000168
274,117,1014,4,199.9199982,49.97999954
275,118,403,1,129.9900055,129.9900055
276,118,403,1,129.9900055,129.9900055
277,118,502,1,50,50
278,119,821,3,155.9700012,51.99000168
279,119,403,1,129.9900055,129.9900055
280,119,1014,4,199.9199982,49.97999954
281,120,1004,1,399.980011,399.980011
282,120,502,5,250,50
283,120,191,1,99.98999786,99.98999786
284,120,365,1,59.99000168,59.99000168
285,121,957,1,299.980011,299.980011
286,121,957,1,299.980011,299.980011
287,121,365,3,179.9700012,59.99000168
288,121,502,5,250,50
289,122,191,1,99.98999786,99.98999786
290,122,627,1,39.99000168,39.99000168
291,122,957,1,299.980011,299.980011
292,122,1004,1,399.980011,399.980011
293,122,1014,2,99.95999908,49.97999954
294,123,627,5,199.9499969,39.99000168
295,123,502,4,200,50
296,123,403,1,129.9900055,129.9900055
297,124,1004,1,399.980011,399.980011
298,127,403,1,129.9900055,129.9900055
299,127,1004,1,399.980011,399.980011
300,127,502,1,50,50
301,129,1014,5,249.8999939,49.97999954
302,130,365,3,179.9700012,59.99000168
303,130,502,3,150,50
304,130,1014,2,99.95999908,49.97999954
305,130,1073,1,199.9900055,199.9900055
306,131,1004,1,399.980011,399.980011
307,131,957,1,299.980011,299.980011
308,131,93,5,124.9499969,24.98999977
309,132,1014,1,49.97999954,49.97999954
310,132,278,3,134.9700012,44.99000168
311,132,502,5,250,50
312,132,365,3,179.9700012,59.99000168
313,133,502,2,100,50
314,133,365,4,239.9600067,59.99000168
315,133,365,5,299.9500122,59.99000168
316,134,365,1,59.99000168,59.99000168
317,135,627,1,39.99000168,39.99000168
318,135,365,2,119.9800034,59.99000168
319,135,502,1,50,50
320,136,957,1,299.980011,299.980011
321,137,365,5,299.9500122,59.99000168
322,137,365,5,299.9500122,59.99000168
323,139,502,1,50,50
324,139,1004,1,399.980011,399.980011
325,139,804,3,59.97000122,19.98999977
326,140,1073,1,199.9900055,199.9900055
327,140,957,1,299.980011,299.980011
328,140,1004,1,399.980011,399.980011
329,140,627,5,199.9499969,39.99000168
330,140,502,3,150,50
331,141,564,3,90,30
332,141,502,2,100,50
333,141,1014,2,99.95999908,49.97999954
334,142,403,1,129.9900055,129.9900055
335,143,191,2,199.9799957,99.98999786
336,143,365,4,239.9600067,59.99000168
337,143,957,1,299.980011,299.980011
338,143,1004,1,399.980011,399.980011
339,145,917,5,109.9499969,21.98999977
340,145,403,1,129.9900055,129.9900055
341,145,1014,1,49.97999954,49.97999954
342,146,502,3,150,50
343,146,403,1,129.9900055,129.9900055
344,146,957,1,299.980011,299.980011
345,146,1014,1,49.97999954,49.97999954
346,147,403,1,129.9900055,129.9900055
347,147,191,3,299.9700012,99.98999786
348,148,502,2,100,50
349,148,502,5,250,50
350,148,403,1,129.9900055,129.9900055
351,149,365,3,179.9700012,59.99000168
352,149,1014,5,249.8999939,49.97999954
353,150,403,1,129.9900055,129.9900055
354,151,502,2,100,50
355,151,835,3,95.97000122,31.98999977
356,151,403,1,129.9900055,129.9900055
357,152,792,2,29.97999954,14.98999977
358,152,1073,1,199.9900055,199.9900055
359,152,191,1,99.98999786,99.98999786
360,152,627,4,159.9600067,39.99000168
361,152,917,4,87.95999908,21.98999977
362,154,957,1,299.980011,299.980011
363,154,403,1,129.9900055,129.9900055
364,154,1014,5,249.8999939,49.97999954
365,154,365,2,119.9800034,59.99000168
366,155,365,2,119.9800034,59.99000168
367,156,1014,1,49.97999954,49.97999954
368,157,191,2,199.9799957,99.98999786
369,158,1004,1,399.980011,399.980011
370,159,1014,3,149.9400024,49.97999954
371,159,797,3,53.97000122,17.98999977
372,159,365,5,299.9500122,59.99000168
373,159,191,4,399.9599915,99.98999786
374,159,403,1,129.9900055,129.9900055
375,160,191,2,199.9799957,99.98999786
376,161,502,2,100,50
377,161,502,1,50,50
378,161,1004,1,399.980011,399.980011
379,161,1073,1,199.9900055,199.9900055
380,162,957,1,299.980011,299.980011
381,162,957,1,299.980011,299.980011
382,162,957,1,299.980011,299.980011
383,162,403,1,129.9900055,129.9900055
384,163,775,4,39.95999908,9.989999771
385,163,365,2,119.9800034,59.99000168
386,164,365,5,299.9500122,59.99000168
387,164,403,1,129.9900055,129.9900055
388,164,365,5,299.9500122,59.99000168
389,164,191,4,399.9599915,99.98999786
390,164,365,4,239.9600067,59.99000168
391,165,276,2,63.97999954,31.98999977
392,165,191,4,399.9599915,99.98999786
393,165,191,5,499.9500122,99.98999786
394,165,365,4,239.9600067,59.99000168
395,165,403,1,129.9900055,129.9900055
396,166,627,4,159.9600067,39.99000168
397,166,365,1,59.99000168,59.99000168
398,166,1073,1,199.9900055,199.9900055
399,166,1073,1,199.9900055,199.9900055
400,167,1073,1,199.9900055,199.9900055
401,167,365,2,119.9800034,59.99000168
402,167,1004,1,399.980011,399.980011
403,167,1073,1,199.9900055,199.9900055
404,168,191,4,399.9599915,99.98999786
405,168,957,1,299.980011,299.980011
406,170,1014,2,99.95999908,49.97999954
407,170,365,4,239.9600067,59.99000168
408,170,403,1,129.9900055,129.9900055
409,170,365,1,59.99000168,59.99000168
410,170,191,1,99.98999786,99.98999786
411,171,627,1,39.99000168,39.99000168
412,171,191,5,499.9500122,99.98999786
413,171,1004,1,399.980011,399.980011
414,171,365,5,299.9500122,59.99000168
415,172,191,3,299.9700012,99.98999786
416,172,1073,1,199.9900055,199.9900055
417,172,365,1,59.99000168,59.99000168
418,172,365,1,59.99000168,59.99000168
419,172,1073,1,199.9900055,199.9900055
420,173,235,4,139.9600067,34.99000168
421,174,365,1,59.99000168,59.99000168
422,174,1073,1,199.9900055,199.9900055
423,174,957,1,299.980011,299.980011
424,174,804,5,99.94999695,19.98999977
425,175,957,1,299.980011,299.980011
426,175,627,3,119.9700012,39.99000168
427,177,191,1,99.98999786,99.98999786
428,177,191,2,199.9799957,99.98999786
429,177,1004,1,399.980011,399.980011
430,177,1014,2,99.95999908,49.97999954
431,178,1014,1,49.97999954,49.97999954
432,178,1004,1,399.980011,399.980011
433,179,365,4,239.9600067,59.99000168
434,180,403,1,129.9900055,129.9900055
435,180,1014,2,99.95999908,49.97999954
436,180,191,2,199.9799957,99.98999786
437,180,1073,1,199.9900055,199.9900055
438,180,1004,1,399.980011,399.980011
439,181,905,3,74.97000122,24.98999977
440,181,957,1,299.980011,299.980011
441,181,502,2,100,50
442,181,627,1,39.99000168,39.99000168
443,182,1004,1,399.980011,399.980011
444,184,191,1,99.98999786,99.98999786
445,184,627,5,199.9499969,39.99000168
446,184,502,4,200,50
447,184,1014,3,149.9400024,49.97999954
448,184,134,2,50,25
449,185,1014,4,199.9199982,49.97999954
450,185,365,3,179.9700012,59.99000168
451,185,771,4,159.9600067,39.99000168
452,186,1004,1,399.980011,399.980011
453,186,957,1,299.980011,299.980011
454,188,1073,1,199.9900055,199.9900055
455,188,1004,1,399.980011,399.980011
456,188,1014,2,99.95999908,49.97999954
457,188,1004,1,399.980011,399.980011
458,188,502,4,200,50
459,189,403,1,129.9900055,129.9900055
460,189,365,5,299.9500122,59.99000168
461,189,191,3,299.9700012,99.98999786
462,190,957,1,299.980011,299.980011
463,190,1004,1,399.980011,399.980011
464,190,627,4,159.9600067,39.99000168
465,191,627,1,39.99000168,39.99000168
466,192,821,1,51.99000168,51.99000168
467,192,957,1,299.980011,299.980011
468,192,1004,1,399.980011,399.980011
469,192,1004,1,399.980011,399.980011
470,193,1073,1,199.9900055,199.9900055
471,193,502,3,150,50
472,193,191,4,399.9599915,99.98999786
473,193,1004,1,399.980011,399.980011
474,194,627,3,119.9700012,39.99000168
475,194,1004,1,399.980011,399.980011
476,194,1014,1,49.97999954,49.97999954
477,194,403,1,129.9900055,129.9900055
478,195,835,4,127.9599991,31.98999977
479,195,1014,5,249.8999939,49.97999954
480,195,1073,1,199.9900055,199.9900055
481,196,365,4,239.9600067,59.99000168
482,197,502,5,250,50
483,197,403,1,129.9900055,129.9900055
484,198,191,4,399.9599915,99.98999786
485,200,502,5,250,50
486,200,191,2,199.9799957,99.98999786
487,200,403,1,129.9900055,129.9900055
488,200,1014,5,249.8999939,49.97999954
489,200,403,1,129.9900055,129.9900055
490,201,1014,5,249.8999939,49.97999954
491,201,1014,4,199.9199982,49.97999954
492,202,135,3,66,22
493,202,403,1,129.9900055,129.9900055
494,204,365,3,179.9700012,59.99000168
495,204,627,5,199.9499969,39.99000168
496,204,365,1,59.99000168,59.99000168
497,205,365,1,59.99000168,59.99000168
498,205,1004,1,399.980011,399.980011
499,206,1073,1,199.9900055,199.9900055
500,206,1004,1,399.980011,399.980011
501,206,403,1,129.9900055,129.9900055
502,207,135,2,44,22
503,207,502,3,150,50
504,207,191,1,99.98999786,99.98999786
505,207,191,5,499.9500122,99.98999786
506,207,627,5,199.9499969,39.99000168
507,208,403,1,129.9900055,129.9900055
508,209,365,2,119.9800034,59.99000168
509,209,172,2,60,30
510,209,1004,1,399.980011,399.980011
511,209,957,1,299.980011,299.980011
512,209,365,1,59.99000168,59.99000168
513,211,172,1,30,30
514,211,822,5,239.9499969,47.99000168
515,211,191,1,99.98999786,99.98999786
516,212,627,4,159.9600067,39.99000168
517,213,957,1,299.980011,299.980011
518,213,365,5,299.9500122,59.99000168
519,213,502,2,100,50
520,214,627,4,159.9600067,39.99000168
521,214,1014,5,249.8999939,49.97999954
522,214,191,2,199.9799957,99.98999786
523,214,627,2,79.98000336,39.99000168
524,215,1073,1,199.9900055,199.9900055
525,216,627,3,119.9700012,39.99000168
526,216,957,1,299.980011,299.980011
527,216,957,1,299.980011,299.980011
528,216,778,3,74.97000122,24.98999977
529,219,502,5,250,50
530,219,1014,2,99.95999908,49.97999954
531,220,1004,1,399.980011,399.980011
532,220,1004,1,399.980011,399.980011
533,220,502,2,100,50
534,220,828,1,31.98999977,31.98999977
535,221,502,4,200,50
536,221,403,1,129.9900055,129.9900055
537,221,627,5,199.9499969,39.99000168
538,221,1004,1,399.980011,399.980011
539,221,403,1,129.9900055,129.9900055
540,222,191,4,399.9599915,99.98999786
541,222,365,2,119.9800034,59.99000168
542,223,365,5,299.9500122,59.99000168
543,223,191,1,99.98999786,99.98999786
544,223,365,1,59.99000168,59.99000168
545,223,627,3,119.9700012,39.99000168
546,223,1073,1,199.9900055,199.9900055
547,224,627,1,39.99000168,39.99000168
548,225,1073,1,199.9900055,199.9900055
549,225,1073,1,199.9900055,199.9900055
550,225,403,1,129.9900055,129.9900055
551,226,1004,1,399.980011,399.980011
552,226,403,1,129.9900055,129.9900055
553,226,365,4,239.9600067,59.99000168
554,226,502,3,150,50
555,227,191,4,399.9599915,99.98999786
556,227,828,3,95.97000122,31.98999977
557,228,365,2,119.9800034,59.99000168
558,228,1004,1,399.980011,399.980011
559,228,627,3,119.9700012,39.99000168
560,228,1014,2,99.95999908,49.97999954
561,228,977,2,59.97999954,29.98999977
562,229,1014,5,249.8999939,49.97999954
563,229,564,2,60,30
564,229,502,3,150,50
565,229,502,5,250,50
566,230,502,2,100,50
567,231,1014,1,49.97999954,49.97999954
568,231,403,1,129.9900055,129.9900055
569,231,627,2,79.98000336,39.99000168
570,231,957,1,299.980011,299.980011
571,232,365,2,119.9800034,59.99000168
572,232,835,1,31.98999977,31.98999977
573,232,1073,1,199.9900055,199.9900055
574,234,627,2,79.98000336,39.99000168
575,234,775,1,9.989999771,9.989999771
576,235,1004,1,399.980011,399.980011
577,236,1004,1,399.980011,399.980011
578,236,627,4,159.9600067,39.99000168
579,236,365,3,179.9700012,59.99000168
580,237,403,1,129.9900055,129.9900055
581,237,365,4,239.9600067,59.99000168
582,237,1073,1,199.9900055,199.9900055
583,237,502,1,50,50
584,237,365,3,179.9700012,59.99000168
585,238,365,4,239.9600067,59.99000168
586,238,403,1,129.9900055,129.9900055
587,238,823,2,103.9800034,51.99000168
588,238,365,4,239.9600067,59.99000168
589,239,957,1,299.980011,299.980011
590,239,627,2,79.98000336,39.99000168
591,239,1014,3,149.9400024,49.97999954
592,239,957,1,299.980011,299.980011
593,240,502,4,200,50
594,240,1014,5,249.8999939,49.97999954
595,240,365,3,179.9700012,59.99000168
596,240,1073,1,199.9900055,199.9900055
597,241,957,1,299.980011,299.980011
598,241,1004,1,399.980011,399.980011
599,241,627,1,39.99000168,39.99000168
600,242,1073,1,199.9900055,199.9900055
601,242,502,1,50,50
602,242,627,2,79.98000336,39.99000168
603,243,1004,1,399.980011,399.980011
604,243,775,3,29.96999931,9.989999771
605,243,957,1,299.980011,299.980011
606,243,1004,1,399.980011,399.980011
607,243,1014,1,49.97999954,49.97999954
608,244,403,1,129.9900055,129.9900055
609,244,1014,2,99.95999908,49.97999954
610,244,1004,1,399.980011,399.980011
611,244,1014,1,49.97999954,49.97999954
612,245,1004,1,399.980011,399.980011
613,246,403,1,129.9900055,129.9900055
614,246,957,1,299.980011,299.980011
615,246,1004,1,399.980011,399.980011
616,246,403,1,129.9900055,129.9900055
617,246,818,1,47.99000168,47.99000168
618,247,1004,1,399.980011,399.980011
619,247,502,4,200,50
620,247,957,1,299.980011,299.980011
621,247,1014,2,99.95999908,49.97999954
622,248,191,1,99.98999786,99.98999786
623,248,1014,4,199.9199982,49.97999954
624,249,1073,1,199.9900055,199.9900055
625,249,502,2,100,50
626,249,1004,1,399.980011,399.980011
627,249,502,4,200,50
628,250,365,4,239.9600067,59.99000168
629,250,365,4,239.9600067,59.99000168
630,251,403,1,129.9900055,129.9900055
631,252,1073,1,199.9900055,199.9900055
632,252,502,1,50,50
633,252,365,2,119.9800034,59.99000168
634,252,403,1,129.9900055,129.9900055
635,253,502,1,50,50
636,253,191,1,99.98999786,99.98999786
637,253,191,2,199.9799957,99.98999786
638,253,957,1,299.980011,299.980011
639,254,365,2,119.9800034,59.99000168
640,254,502,5,250,50
641,254,502,2,100,50
642,255,1014,4,199.9199982,49.97999954
643,255,191,4,399.9599915,99.98999786
644,255,1014,3,149.9400024,49.97999954
645,255,403,1,129.9900055,129.9900055
646,256,1014,1,49.97999954,49.97999954
647,256,957,1,299.980011,299.980011
648,256,365,1,59.99000168,59.99000168
649,256,627,3,119.9700012,39.99000168
650,256,365,1,59.99000168,59.99000168
651,257,191,2,199.9799957,99.98999786
652,257,502,3,150,50
653,257,627,4,159.9600067,39.99000168
654,259,502,1,50,50
655,259,365,4,239.9600067,59.99000168
656,259,365,2,119.9800034,59.99000168
657,260,191,2,199.9799957,99.98999786
658,260,502,5,250,50
659,262,403,1,129.9900055,129.9900055
660,262,134,2,50,25
661,262,1014,4,199.9199982,49.97999954
662,262,191,5,499.9500122,99.98999786
663,263,502,2,100,50
664,264,1004,1,399.980011,399.980011
665,264,365,5,299.9500122,59.99000168
666,264,1073,1,199.9900055,199.9900055
667,265,502,3,150,50
668,265,771,5,199.9499969,39.99000168
669,265,502,1,50,50
670,265,502,2,100,50
671,265,403,1,129.9900055,129.9900055
672,266,1073,1,199.9900055,199.9900055
673,267,191,3,299.9700012,99.98999786
674,268,365,1,59.99000168,59.99000168
675,268,365,3,179.9700012,59.99000168
676,269,502,3,150,50
677,271,1014,2,99.95999908,49.97999954
678,271,191,3,299.9700012,99.98999786
679,271,365,4,239.9600067,59.99000168
680,271,502,1,50,50
681,271,191,2,199.9799957,99.98999786
682,272,818,4,191.9600067,47.99000168
683,273,1073,1,199.9900055,199.9900055
684,273,957,1,299.980011,299.980011
685,273,403,1,129.9900055,129.9900055
686,274,957,1,299.980011,299.980011
687,274,191,1,99.98999786,99.98999786
688,274,365,1,59.99000168,59.99000168
689,275,365,4,239.9600067,59.99000168
690,275,365,5,299.9500122,59.99000168
691,275,172,3,90,30
692,275,1004,1,399.980011,399.980011
693,277,627,2,79.98000336,39.99000168
694,277,403,1,129.9900055,129.9900055
695,278,365,5,299.9500122,59.99000168
696,278,797,2,35.97999954,17.98999977
697,278,627,5,199.9499969,39.99000168
698,278,502,4,200,50
699,279,191,2,199.9799957,99.98999786
700,280,403,1,129.9900055,129.9900055
701,281,957,1,299.980011,299.980011
702,281,365,4,239.9600067,59.99000168
703,281,191,3,299.9700012,99.98999786
704,281,1014,3,149.9400024,49.97999954
705,282,365,5,299.9500122,59.99000168
706,283,627,3,119.9700012,39.99000168
707,283,1014,4,199.9199982,49.97999954
708,283,1014,1,49.97999954,49.97999954
709,283,1073,1,199.9900055,199.9900055
710,284,1004,1,399.980011,399.980011
711,284,191,3,299.9700012,99.98999786
712,284,1004,1,399.980011,399.980011
713,284,1014,1,49.97999954,49.97999954
714,284,1014,4,199.9199982,49.97999954
715,285,403,1,129.9900055,129.9900055
716,285,1073,1,199.9900055,199.9900055
717,286,403,1,129.9900055,129.9900055
718,286,365,1,59.99000168,59.99000168
719,286,1073,1,199.9900055,199.9900055
720,287,403,1,129.9900055,129.9900055
721,287,365,1,59.99000168,59.99000168
722,287,1004,1,399.980011,399.980011
723,287,957,1,299.980011,299.980011
724,287,627,5,199.9499969,39.99000168
725,288,191,1,99.98999786,99.98999786
726,289,191,3,299.9700012,99.98999786
727,289,191,4,399.9599915,99.98999786
728,289,1073,1,199.9900055,199.9900055
729,289,403,1,129.9900055,129.9900055
730,289,1073,1,199.9900055,199.9900055
731,290,627,5,199.9499969,39.99000168
732,290,917,3,65.97000122,21.98999977
733,292,1073,1,199.9900055,199.9900055
734,292,1073,1,199.9900055,199.9900055
735,292,1014,4,199.9199982,49.97999954
736,292,957,1,299.980011,299.980011
