order_id,order_date,order_customer_id,order_status
90,1.37E+12,9131,CLOSED
91,1.37E+12,8912,COMPLETE
92,1.37E+12,6932,COMPLETE
93,1.37E+12,2256,PENDING_PAYMENT
94,1.37E+12,11589,PROCESSING
95,1.37E+12,9032,COMPLETE
96,1.37E+12,8683,PENDING
97,1.37E+12,10784,PENDING
98,1.37E+12,5243,COMPLETE
99,1.37E+12,11542,PENDING_PAYMENT
100,1.37E+12,12131,PROCESSING
101,1.37E+12,5116,CLOSED
102,1.37E+12,8027,COMPLETE
103,1.37E+12,12256,PROCESSING
104,1.37E+12,7790,PENDING_PAYMENT
105,1.37E+12,8220,COMPLETE
106,1.37E+12,395,PROCESSING
107,1.37E+12,1845,COMPLETE
108,1.37E+12,12149,PROCESSING
109,1.37E+12,9345,PENDING_PAYMENT
110,1.37E+12,2746,COMPLETE
111,1.37E+12,4271,PROCESSING
112,1.37E+12,5375,CANCELED
113,1.37E+12,10216,PENDING_PAYMENT
114,1.37E+12,2091,COMPLETE
115,1.37E+12,104,PROCESSING
116,1.37E+12,8763,CLOSED
117,1.37E+12,58,SUSPECTED_FRAUD
118,1.37E+12,1737,COMPLETE
119,1.37E+12,8124,PENDING_PAYMENT
120,1.37E+12,356,PENDING_PAYMENT
121,1.37E+12,2074,PENDING
122,1.37E+12,2071,PROCESSING
123,1.37E+12,3695,PENDING_PAYMENT
124,1.37E+12,2374,COMPLETE
125,1.37E+12,4611,PENDING_PAYMENT
126,1.37E+12,610,COMPLETE
127,1.37E+12,5261,PENDING_PAYMENT
128,1.37E+12,2772,PENDING_PAYMENT
129,1.37E+12,9937,CLOSED
130,1.37E+12,7509,PENDING_PAYMENT
131,1.37E+12,10072,PROCESSING
132,1.37E+12,289,PENDING
133,1.37E+12,10604,CLOSED
134,1.37E+12,12081,PENDING_PAYMENT
135,1.37E+12,7738,COMPLETE
136,1.37E+12,9126,PENDING_PAYMENT
137,1.37E+12,4211,COMPLETE
138,1.37E+12,10904,PROCESSING
139,1.37E+12,7933,COMPLETE
140,1.37E+12,4257,PENDING_PAYMENT
141,1.37E+12,12128,COMPLETE
142,1.37E+12,5760,PENDING_PAYMENT
143,1.37E+12,10495,COMPLETE
144,1.37E+12,2158,PROCESSING
145,1.37E+12,494,ON_HOLD
146,1.37E+12,8177,COMPLETE
147,1.37E+12,275,PENDING_PAYMENT
148,1.37E+12,5383,PROCESSING
149,1.37E+12,11431,COMPLETE
150,1.37E+12,236,PROCESSING
151,1.37E+12,2493,ON_HOLD
152,1.37E+12,3611,COMPLETE
153,1.37E+12,8876,COMPLETE
154,1.37E+12,9993,ON_HOLD
155,1.37E+12,9044,PENDING_PAYMENT
156,1.37E+12,5200,ON_HOLD
157,1.37E+12,8986,ON_HOLD
158,1.37E+12,12345,PENDING
159,1.37E+12,10974,PENDING_PAYMENT
160,1.37E+12,6762,COMPLETE
161,1.37E+12,4513,PENDING_PAYMENT
162,1.37E+12,3304,PENDING_PAYMENT
163,1.37E+12,3348,COMPLETE
164,1.37E+12,2962,PROCESSING
165,1.37E+12,1222,PENDING_PAYMENT
166,1.37E+12,7834,PROCESSING
167,1.37E+12,1347,PENDING
168,1.37E+12,11794,PENDING_PAYMENT
169,1.37E+12,2611,ON_HOLD
170,1.37E+12,6295,PAYMENT_REVIEW
171,1.37E+12,1980,COMPLETE
172,1.37E+12,11382,COMPLETE
173,1.37E+12,9027,ON_HOLD
174,1.37E+12,3358,COMPLETE
175,1.37E+12,384,COMPLETE
176,1.37E+12,2897,PENDING_PAYMENT
177,1.37E+12,9151,PENDING_PAYMENT
178,1.37E+12,8503,COMPLETE
179,1.37E+12,6506,COMPLETE
180,1.37E+12,10215,ON_HOLD
181,1.37E+12,7473,PENDING
182,1.37E+12,10984,COMPLETE
183,1.37E+12,12105,COMPLETE
184,1.37E+12,210,COMPLETE
185,1.37E+12,10966,PENDING_PAYMENT
186,1.37E+12,1104,COMPLETE
187,1.37E+12,1378,PAYMENT_REVIEW
188,1.37E+12,2889,PENDING
189,1.37E+12,10177,PENDING
190,1.37E+12,11115,PENDING
191,1.37E+12,16,CLOSED
192,1.37E+12,5293,PROCESSING
193,1.37E+12,6174,PROCESSING
194,1.37E+12,2550,PENDING_PAYMENT
195,1.37E+12,12096,PROCESSING
196,1.37E+12,2765,PROCESSING
197,1.37E+12,6370,PROCESSING
198,1.37E+12,7436,PENDING_PAYMENT
199,1.37E+12,4608,ON_HOLD
200,1.37E+12,11116,PAYMENT_REVIEW
201,1.37E+12,9055,CLOSED
202,1.37E+12,8524,PENDING_PAYMENT
203,1.37E+12,11791,PENDING_PAYMENT
204,1.37E+12,7604,PENDING_PAYMENT
205,1.37E+12,3109,PROCESSING
206,1.37E+12,8994,PENDING
207,1.37E+12,11643,COMPLETE
208,1.37E+12,7923,PROCESSING
209,1.37E+12,3627,PENDING
210,1.37E+12,10102,COMPLETE
211,1.37E+12,10372,CLOSED
212,1.37E+12,3190,PENDING
213,1.37E+12,11715,CLOSED
214,1.37E+12,3925,COMPLETE
215,1.37E+12,5925,CLOSED
216,1.37E+12,7282,PENDING
217,1.37E+12,5420,PROCESSING
218,1.37E+12,3935,COMPLETE
219,1.37E+12,10655,PROCESSING
220,1.37E+12,1383,COMPLETE
221,1.37E+12,11871,CLOSED
222,1.37E+12,8309,CLOSED
223,1.37E+12,9068,PENDING
224,1.37E+12,11938,CLOSED
225,1.37E+12,11275,COMPLETE
226,1.37E+12,9356,PENDING_PAYMENT
227,1.37E+12,7410,CLOSED
228,1.37E+12,6070,ON_HOLD
229,1.37E+12,618,PENDING
230,1.37E+12,4921,PENDING_PAYMENT
231,1.37E+12,3960,COMPLETE
232,1.37E+12,1780,PENDING_PAYMENT
233,1.37E+12,12316,COMPLETE
234,1.37E+12,1010,ON_HOLD
235,1.37E+12,4285,PENDING_PAYMENT
236,1.37E+12,9785,COMPLETE
237,1.37E+12,11438,PENDING_PAYMENT
238,1.37E+12,4939,PENDING_PAYMENT
239,1.37E+12,5058,COMPLETE
240,1.37E+12,32,PENDING
241,1.37E+12,948,CLOSED
242,1.37E+12,3237,PAYMENT_REVIEW
243,1.37E+12,32,ON_HOLD
244,1.37E+12,6910,PENDING_PAYMENT
245,1.37E+12,5191,CLOSED
246,1.37E+12,9616,SUSPECTED_FRAUD
247,1.37E+12,173,COMPLETE
248,1.37E+12,11707,COMPLETE
249,1.37E+12,7650,CLOSED
250,1.37E+12,11668,COMPLETE
251,1.37E+12,568,PENDING
252,1.37E+12,9708,COMPLETE
253,1.37E+12,45,COMPLETE
254,1.37E+12,9395,COMPLETE
255,1.37E+12,10346,COMPLETE
256,1.37E+12,4199,CLOSED
257,1.37E+12,3273,PROCESSING
258,1.37E+12,1137,COMPLETE
259,1.37E+12,3454,COMPLETE
260,1.37E+12,5135,CLOSED
261,1.37E+12,5128,COMPLETE
262,1.37E+12,11475,CLOSED
263,1.37E+12,8026,COMPLETE
264,1.37E+12,230,COMPLETE
265,1.37E+12,488,PENDING_PAYMENT
266,1.37E+12,11085,COMPLETE
267,1.37E+12,6989,CLOSED
268,1.37E+12,5578,CLOSED
269,1.37E+12,11887,PROCESSING
270,1.37E+12,5689,COMPLETE
271,1.37E+12,815,COMPLETE
272,1.37E+12,428,CLOSED
273,1.37E+12,10665,PENDING_PAYMENT
274,1.37E+12,3365,PENDING
275,1.37E+12,10942,PENDING_PAYMENT
276,1.37E+12,2221,PENDING_PAYMENT
277,1.37E+12,3732,PENDING
278,1.37E+12,488,PAYMENT_REVIEW
279,1.37E+12,10372,COMPLETE
280,1.37E+12,11836,PENDING
281,1.37E+12,827,PENDING_PAYMENT
282,1.37E+12,3551,PENDING_PAYMENT
283,1.37E+12,11466,COMPLETE
284,1.37E+12,861,PROCESSING
285,1.37E+12,5011,CLOSED
286,1.37E+12,9824,ON_HOLD
287,1.37E+12,8122,COMPLETE
288,1.37E+12,8667,COMPLETE
289,1.37E+12,1195,PENDING_PAYMENT
290,1.37E+12,6446,COMPLETE
291,1.37E+12,5506,PROCESSING
292,1.37E+12,11971,PENDING_PAYMENT
293,1.37E+12,4731,PROCESSING
294,1.37E+12,11394,CLOSED
295,1.37E+12,1937,PENDING
296,1.37E+12,6665,COMPLETE
297,1.37E+12,2281,PENDING
298,1.37E+12,4967,COMPLETE
299,1.37E+12,9202,PENDING_PAYMENT
300,1.37E+12,11326,CLOSED
301,1.37E+12,11999,COMPLETE
302,1.37E+12,3577,COMPLETE
303,1.37E+12,1682,PENDING_PAYMENT
304,1.37E+12,1869,COMPLETE
305,1.37E+12,5618,ON_HOLD
306,1.37E+12,137,COMPLETE
307,1.37E+12,8818,PENDING
308,1.37E+12,6829,PENDING_PAYMENT
309,1.37E+12,10396,COMPLETE
310,1.37E+12,1256,COMPLETE
311,1.37E+12,410,COMPLETE
312,1.37E+12,1122,COMPLETE
313,1.37E+12,7543,CLOSED
314,1.37E+12,10033,PENDING_PAYMENT
315,1.37E+12,4375,PENDING_PAYMENT
316,1.37E+12,3870,PROCESSING
317,1.37E+12,1450,COMPLETE
318,1.37E+12,8829,PENDING_PAYMENT
319,1.37E+12,10445,COMPLETE
320,1.37E+12,10698,SUSPECTED_FRAUD
321,1.37E+12,4282,ON_HOLD
322,1.37E+12,2864,COMPLETE
323,1.37E+12,3020,PENDING_PAYMENT
324,1.37E+12,76,COMPLETE
325,1.37E+12,4759,PENDING
326,1.37E+12,1604,PENDING_PAYMENT
327,1.37E+12,12107,PENDING
328,1.37E+12,1149,COMPLETE
329,1.37E+12,1944,SUSPECTED_FRAUD
330,1.37E+12,5175,COMPLETE
331,1.37E+12,4797,PENDING_PAYMENT
332,1.37E+12,4171,COMPLETE
333,1.37E+12,2071,PENDING_PAYMENT
334,1.37E+12,3752,PENDING_PAYMENT
335,1.37E+12,7710,PENDING
336,1.37E+12,5479,PENDING
337,1.37E+12,6747,COMPLETE
338,1.37E+12,4666,COMPLETE
339,1.37E+12,8326,PENDING
340,1.37E+12,7995,PENDING_PAYMENT
341,1.37E+12,10128,CLOSED
342,1.37E+12,8809,ON_HOLD
343,1.37E+12,10952,COMPLETE
344,1.37E+12,2816,PENDING
345,1.37E+12,11040,PROCESSING
346,1.37E+12,3646,COMPLETE
347,1.37E+12,11662,COMPLETE
348,1.37E+12,12120,COMPLETE
349,1.37E+12,9103,COMPLETE
350,1.37E+12,10672,COMPLETE
351,1.37E+12,12049,COMPLETE
352,1.37E+12,1977,PENDING_PAYMENT
353,1.37E+12,2234,PROCESSING
354,1.37E+12,5862,PROCESSING
355,1.37E+12,11682,PROCESSING
356,1.37E+12,2209,PENDING
357,1.37E+12,2685,COMPLETE
358,1.37E+12,2979,PENDING
359,1.37E+12,6020,PENDING_PAYMENT
360,1.37E+12,8020,COMPLETE
361,1.37E+12,8286,PROCESSING
362,1.37E+12,10167,PROCESSING
363,1.37E+12,3619,CLOSED
364,1.37E+12,6035,PROCESSING
365,1.37E+12,2400,PENDING_PAYMENT
366,1.37E+12,4422,PENDING_PAYMENT
367,1.37E+12,8730,PROCESSING
368,1.37E+12,5783,COMPLETE
369,1.37E+12,189,COMPLETE
370,1.37E+12,4791,PENDING_PAYMENT
371,1.37E+12,4428,PENDING_PAYMENT
372,1.37E+12,776,COMPLETE
373,1.37E+12,3630,PENDING
374,1.37E+12,5906,PROCESSING
375,1.37E+12,6561,PROCESSING
376,1.37E+12,1369,PENDING
377,1.37E+12,514,PROCESSING
378,1.37E+12,10071,PENDING_PAYMENT
379,1.37E+12,8735,PENDING_PAYMENT
380,1.37E+12,9505,PENDING_PAYMENT
381,1.37E+12,5756,ON_HOLD
382,1.37E+12,8143,PROCESSING
383,1.37E+12,10509,PENDING_PAYMENT
384,1.37E+12,2610,CLOSED
385,1.37E+12,10667,COMPLETE
386,1.37E+12,3568,PENDING
387,1.37E+12,7193,CLOSED
388,1.37E+12,2790,COMPLETE
389,1.37E+12,4435,COMPLETE
390,1.37E+12,5590,PENDING
391,1.37E+12,5816,PENDING_PAYMENT
392,1.37E+12,3238,PENDING
393,1.37E+12,1047,CLOSED
394,1.37E+12,76,PENDING_PAYMENT
395,1.37E+12,3934,COMPLETE
396,1.37E+12,9078,PAYMENT_REVIEW
397,1.37E+12,4476,CLOSED
398,1.37E+12,1365,ON_HOLD
399,1.37E+12,1473,PROCESSING
400,1.37E+12,5626,PENDING
401,1.37E+12,9692,PROCESSING
402,1.37E+12,9547,PENDING_PAYMENT
403,1.37E+12,4178,COMPLETE
404,1.37E+12,1478,CLOSED
405,1.37E+12,9498,COMPLETE
406,1.37E+12,9023,COMPLETE
407,1.37E+12,3333,PROCESSING
408,1.37E+12,2252,PAYMENT_REVIEW
409,1.37E+12,11102,PROCESSING
410,1.37E+12,1288,PENDING
411,1.37E+12,11164,SUSPECTED_FRAUD
412,1.37E+12,9397,COMPLETE
413,1.37E+12,7278,CLOSED
414,1.37E+12,11776,PENDING
415,1.37E+12,6110,CLOSED
416,1.37E+12,1561,COMPLETE
417,1.37E+12,11491,PENDING_PAYMENT
418,1.37E+12,4269,COMPLETE
419,1.37E+12,8987,PENDING_PAYMENT
420,1.37E+12,4632,COMPLETE
421,1.37E+12,7839,PENDING
422,1.37E+12,9664,COMPLETE
423,1.37E+12,9632,SUSPECTED_FRAUD
424,1.37E+12,2457,PROCESSING
425,1.37E+12,10481,PENDING_PAYMENT
426,1.37E+12,10419,COMPLETE
427,1.37E+12,6681,COMPLETE
428,1.37E+12,3487,COMPLETE
429,1.37E+12,8466,CLOSED
430,1.37E+12,10779,PENDING_PAYMENT
431,1.37E+12,4676,CLOSED
432,1.37E+12,1197,COMPLETE
433,1.37E+12,792,PROCESSING
434,1.37E+12,11390,PENDING_PAYMENT
435,1.37E+12,5719,CLOSED
436,1.37E+12,7610,PROCESSING
437,1.37E+12,5351,COMPLETE
438,1.37E+12,8256,COMPLETE
439,1.37E+12,9353,COMPLETE
440,1.37E+12,7290,COMPLETE
441,1.37E+12,5239,PENDING_PAYMENT
442,1.37E+12,8098,COMPLETE
443,1.37E+12,8499,CLOSED
444,1.37E+12,10004,COMPLETE
445,1.37E+12,3859,PENDING
446,1.37E+12,7620,PENDING_PAYMENT
447,1.37E+12,8737,CLOSED
448,1.37E+12,7167,COMPLETE
449,1.37E+12,409,CLOSED
450,1.37E+12,5085,ON_HOLD
451,1.37E+12,10104,PENDING
452,1.37E+12,5128,COMPLETE
453,1.37E+12,381,SUSPECTED_FRAUD
454,1.37E+12,5933,PENDING_PAYMENT
455,1.37E+12,6575,PENDING
456,1.37E+12,11295,CLOSED
457,1.37E+12,4036,PENDING_PAYMENT
458,1.37E+12,5358,COMPLETE
459,1.37E+12,3687,COMPLETE
460,1.37E+12,2521,PENDING_PAYMENT
461,1.37E+12,8398,CLOSED
462,1.37E+12,5454,PROCESSING
463,1.37E+12,8709,COMPLETE
464,1.37E+12,7114,COMPLETE
465,1.37E+12,1255,PENDING_PAYMENT
466,1.37E+12,10943,CLOSED
467,1.37E+12,1719,PENDING_PAYMENT
468,1.37E+12,7305,COMPLETE
469,1.37E+12,1731,PENDING
470,1.37E+12,6410,PENDING_PAYMENT
471,1.37E+12,10861,PENDING
472,1.37E+12,8969,CLOSED
473,1.37E+12,5359,COMPLETE
474,1.37E+12,8349,PENDING_PAYMENT
475,1.37E+12,4567,CLOSED
476,1.37E+12,6020,PENDING_PAYMENT
477,1.37E+12,8511,ON_HOLD
478,1.37E+12,7657,COMPLETE
479,1.37E+12,11138,COMPLETE
480,1.37E+12,2902,PROCESSING
481,1.37E+12,10633,PROCESSING
482,1.37E+12,9156,ON_HOLD
483,1.37E+12,12341,PROCESSING
484,1.37E+12,2409,PENDING_PAYMENT
485,1.37E+12,3976,PENDING_PAYMENT
486,1.37E+12,1865,PROCESSING
487,1.37E+12,5698,PROCESSING
488,1.37E+12,10143,PENDING_PAYMENT
489,1.37E+12,2030,PENDING_PAYMENT
490,1.37E+12,9709,COMPLETE
491,1.37E+12,3945,ON_HOLD
492,1.37E+12,2499,PENDING_PAYMENT
493,1.37E+12,1180,COMPLETE
494,1.37E+12,8121,PENDING_PAYMENT
495,1.37E+12,7242,COMPLETE
496,1.37E+12,615,COMPLETE
497,1.37E+12,846,COMPLETE
498,1.37E+12,6828,PENDING_PAYMENT
499,1.37E+12,8920,COMPLETE
500,1.37E+12,2129,CLOSED
501,1.37E+12,1987,CLOSED
502,1.37E+12,7196,COMPLETE
503,1.37E+12,6377,PENDING_PAYMENT
504,1.37E+12,6288,COMPLETE
505,1.37E+12,11952,PROCESSING
506,1.37E+12,3509,PENDING
507,1.37E+12,4730,PENDING_PAYMENT
508,1.37E+12,6970,COMPLETE
509,1.37E+12,10739,COMPLETE
510,1.37E+12,7533,PENDING_PAYMENT
511,1.37E+12,486,PROCESSING
512,1.37E+12,12000,COMPLETE
513,1.37E+12,10479,COMPLETE
514,1.37E+12,10962,PENDING_PAYMENT
515,1.37E+12,5921,PENDING_PAYMENT
516,1.37E+12,9204,COMPLETE
517,1.37E+12,1578,PROCESSING
518,1.37E+12,5257,COMPLETE
519,1.37E+12,4780,COMPLETE
520,1.37E+12,8074,COMPLETE
521,1.37E+12,6497,COMPLETE
522,1.37E+12,12300,COMPLETE
523,1.37E+12,4477,COMPLETE
524,1.37E+12,7622,COMPLETE
525,1.37E+12,10830,PENDING
526,1.37E+12,7259,COMPLETE
527,1.37E+12,5426,CANCELED
528,1.37E+12,6147,PROCESSING
529,1.37E+12,844,ON_HOLD
530,1.37E+12,6224,PROCESSING
531,1.37E+12,1950,PENDING_PAYMENT
532,1.37E+12,6498,PENDING
533,1.37E+12,6770,COMPLETE
534,1.37E+12,6896,COMPLETE
535,1.37E+12,66,COMPLETE
536,1.37E+12,9981,ON_HOLD
537,1.37E+12,10437,COMPLETE
538,1.37E+12,4871,PROCESSING
539,1.37E+12,7673,PENDING_PAYMENT
540,1.37E+12,121,COMPLETE
541,1.37E+12,4985,COMPLETE
542,1.37E+12,597,CLOSED
543,1.37E+12,7351,PENDING
544,1.37E+12,281,PENDING_PAYMENT
545,1.37E+12,11642,COMPLETE
546,1.37E+12,7604,PROCESSING
547,1.37E+12,7220,COMPLETE
548,1.37E+12,6889,SUSPECTED_FRAUD
549,1.37E+12,3834,PENDING
550,1.37E+12,9666,PENDING_PAYMENT
551,1.37E+12,2867,COMPLETE
552,1.37E+12,1445,CANCELED
553,1.37E+12,7307,COMPLETE
554,1.37E+12,10980,PROCESSING
555,1.37E+12,976,PENDING_PAYMENT
556,1.37E+12,7838,COMPLETE
557,1.37E+12,4855,COMPLETE
558,1.37E+12,4562,COMPLETE
559,1.37E+12,1944,ON_HOLD
560,1.37E+12,744,ON_HOLD
561,1.37E+12,6059,PENDING
562,1.37E+12,5017,PENDING
563,1.37E+12,3514,CLOSED
564,1.37E+12,2216,CANCELED
565,1.37E+12,3850,PENDING_PAYMENT
566,1.37E+12,6335,CLOSED
567,1.37E+12,9527,CLOSED
568,1.37E+12,11790,PENDING
569,1.37E+12,8532,CLOSED
570,1.37E+12,4622,PENDING
571,1.37E+12,5006,PENDING
572,1.37E+12,6691,PENDING
573,1.37E+12,5964,COMPLETE
574,1.37E+12,7145,PROCESSING
575,1.37E+12,2873,PROCESSING
576,1.37E+12,7191,COMPLETE
577,1.37E+12,457,CLOSED
578,1.37E+12,2529,PENDING_PAYMENT
579,1.37E+12,4137,PROCESSING
580,1.37E+12,8677,SUSPECTED_FRAUD
581,1.37E+12,3222,PROCESSING
582,1.37E+12,6220,CLOSED
583,1.37E+12,4695,PENDING
584,1.37E+12,1263,PENDING_PAYMENT
585,1.37E+12,8399,PENDING_PAYMENT
586,1.37E+12,10225,PROCESSING
587,1.37E+12,6008,SUSPECTED_FRAUD
588,1.37E+12,6348,COMPLETE
589,1.37E+12,5609,COMPLETE
590,1.37E+12,132,PROCESSING
591,1.37E+12,6431,COMPLETE
592,1.37E+12,10862,CLOSED
593,1.37E+12,6667,PENDING
594,1.37E+12,1946,PENDING_PAYMENT
595,1.37E+12,3531,PAYMENT_REVIEW
596,1.37E+12,8352,PENDING_PAYMENT
597,1.37E+12,11558,PENDING_PAYMENT
598,1.37E+12,11344,PENDING_PAYMENT
599,1.37E+12,8005,COMPLETE
600,1.37E+12,3506,COMPLETE
601,1.37E+12,8977,COMPLETE
602,1.37E+12,6690,COMPLETE
603,1.37E+12,6184,CLOSED
604,1.37E+12,6930,PENDING_PAYMENT
605,1.37E+12,2879,COMPLETE
606,1.37E+12,1157,COMPLETE
607,1.37E+12,6376,CANCELED
608,1.37E+12,10388,COMPLETE
609,1.37E+12,1241,PROCESSING
610,1.37E+12,1866,PENDING_PAYMENT
611,1.37E+12,8422,COMPLETE
612,1.37E+12,11854,PENDING_PAYMENT
613,1.37E+12,460,COMPLETE
614,1.37E+12,5738,CLOSED
615,1.37E+12,2827,COMPLETE
616,1.37E+12,11330,PROCESSING
617,1.37E+12,6154,ON_HOLD
618,1.37E+12,12037,PENDING_PAYMENT
619,1.37E+12,11473,PROCESSING
620,1.37E+12,11346,COMPLETE
621,1.37E+12,7916,COMPLETE
622,1.37E+12,3892,ON_HOLD
623,1.37E+12,3658,PAYMENT_REVIEW
624,1.37E+12,1821,PENDING_PAYMENT
625,1.37E+12,5918,ON_HOLD
626,1.37E+12,9123,CLOSED
627,1.37E+12,7859,PENDING_PAYMENT
628,1.37E+12,9783,PROCESSING
629,1.37E+12,6772,COMPLETE
630,1.37E+12,3449,COMPLETE
631,1.37E+12,9381,PENDING_PAYMENT
632,1.37E+12,529,PENDING
633,1.37E+12,12249,COMPLETE
634,1.37E+12,4588,COMPLETE
635,1.37E+12,1427,PENDING
636,1.37E+12,10371,PENDING_PAYMENT
637,1.37E+12,2259,ON_HOLD
638,1.37E+12,3626,PENDING
639,1.37E+12,1072,COMPLETE
640,1.37E+12,6199,PROCESSING
641,1.37E+12,11558,CLOSED
642,1.37E+12,7499,COMPLETE
643,1.37E+12,64,PENDING_PAYMENT
644,1.37E+12,7295,PENDING_PAYMENT
645,1.37E+12,2238,COMPLETE
646,1.37E+12,911,CLOSED
647,1.37E+12,12319,COMPLETE
648,1.37E+12,4551,PENDING_PAYMENT
649,1.37E+12,7261,CANCELED
650,1.37E+12,4170,PENDING_PAYMENT
651,1.37E+12,9264,CLOSED
652,1.37E+12,8732,PENDING_PAYMENT
653,1.37E+12,10473,PROCESSING
654,1.37E+12,286,COMPLETE
655,1.37E+12,1206,PENDING_PAYMENT
656,1.37E+12,1646,PROCESSING
657,1.37E+12,1393,PENDING_PAYMENT
658,1.37E+12,12386,PENDING
659,1.37E+12,6006,COMPLETE
660,1.37E+12,1932,CLOSED
661,1.37E+12,2991,ON_HOLD
662,1.37E+12,11165,COMPLETE
663,1.37E+12,3531,PAYMENT_REVIEW
664,1.37E+12,4469,COMPLETE
665,1.37E+12,5648,ON_HOLD
666,1.37E+12,993,COMPLETE
667,1.37E+12,4726,CANCELED
668,1.37E+12,8023,PROCESSING
669,1.37E+12,909,PROCESSING
670,1.37E+12,482,PROCESSING
671,1.37E+12,7926,PENDING_PAYMENT
672,1.38E+12,1670,PENDING_PAYMENT
673,1.38E+12,2157,PENDING_PAYMENT
674,1.38E+12,1295,COMPLETE
675,1.38E+12,3414,COMPLETE
676,1.38E+12,5653,PENDING_PAYMENT
677,1.38E+12,5182,PENDING_PAYMENT
678,1.38E+12,9667,PENDING
679,1.38E+12,5535,CLOSED
680,1.38E+12,4599,ON_HOLD
681,1.38E+12,7524,PENDING_PAYMENT
682,1.38E+12,9271,COMPLETE
683,1.38E+12,7183,PENDING_PAYMENT
684,1.38E+12,1546,CLOSED
685,1.38E+12,10745,ON_HOLD
686,1.38E+12,7835,PROCESSING
687,1.38E+12,11639,PENDING_PAYMENT
688,1.38E+12,5097,PENDING_PAYMENT
689,1.38E+12,8272,PENDING
690,1.38E+12,7279,PENDING_PAYMENT
691,1.38E+12,517,PENDING_PAYMENT
692,1.38E+12,442,ON_HOLD
693,1.38E+12,10081,ON_HOLD
694,1.38E+12,5015,PROCESSING
695,1.38E+12,12224,PROCESSING
696,1.38E+12,11166,PENDING_PAYMENT
